Problema,Tipo
Roberto tiene 41 ciruela y Pedro tiene 9 ciruela ¿Cuantos frutas hay en total?,Suma
un camarero tiene 55 frutas y le quitan 49 frutas ¿Cuantos le queda?,Resta
un policia tiene 89 unidades y suma 6 unidades ¿Cuantos hay en total?,Suma
jose tiene 22 lapices y añade 73 lapices ¿Cuantos hay en total?,Suma
piloto tiene 100 frutas y le dan 38 frutas ¿Cuantos hay al final ?,Suma
profesor tiene 57 canicas y incluye 18 canicas ¿Cuantos tienen entre los dos?,Suma
un perro tiene 22 sillas y añade 53 sillas ¿Cuantos tienen entre los dos?,Suma
hay 72 niños en clase y se van 2 ¿Cuantos niños quedan?,Resta
un albañil tiene 87 carteras y con una diferencia 29 carteras ¿Cuanto queda?,Resta
Cesar tiene 99 ciruela y Roberto tiene 80 manzanas ¿Cuantos frutas hay en total?,Suma
un perro tiene 85 canicas y le entregan 100 canicas ¿Cuantos hay al final ?,Suma
un obrero tiene 37 sillas y le extraen 36 sillas ¿Cuanto queda?,Resta
perro tiene 99 balones y incluye 54 balones ¿Cuantos tienen entre los dos?,Suma
profesor tiene 88 unidades y con una diferencia 31 unidades ¿Cuantos le queda?,Resta
un cirujano tiene 74 piedras y le dan 60 piedras ¿Cuantos hay en total?,Suma
hay 86 tortillas en una mesa y se comen 34 ¿Cuantos tortillas quedan?,Resta
hay 24 pajaros en un arbol y se van volando 47 ¿Cuantos pajaros quedan?,Resta
hay 76 niños en clase y se van 17 ¿Cuantos niños quedan?,Resta
fontanero tiene 68 relojes y incluye 15 relojes ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 4 carteras y le entregan 7 carteras ¿Cuantos hay al final ?,Suma
Francisco tiene 18 platano y Pablo tiene 65 papayas ¿Cuantos frutas hay en total?,Suma
Juan tiene 99 platano y Celeste tiene 68 ciruela ¿Cuantos frutas hay en total?,Suma
un perro tiene 58 piedras y excluye 28 piedras ¿Cuantos le queda?,Resta
hay 31 tortillas en una mesa y se comen 89 ¿Cuantos tortillas quedan?,Resta
Julio tiene 100 melocotones y Ana tiene 30 melocotones ¿Cuantos frutas hay en total?,Suma
un obrero tiene 36 piedras y suma 38 piedras ¿Cuantos tienen entre los dos?,Suma
hay 14 pajaros en un arbol y se van volando 7 ¿Cuantos pajaros quedan?,Resta
medico tiene 70 mesas y excluye 53 mesas ¿Cuantos le queda?,Resta
pablito  tiene 33 teles y incluye 44 teles ¿Cuantos hay en total?,Suma
ingeniero tiene 48 canicas y le extraen 33 canicas ¿Cuantos tiene al final?,Resta
cirujano tiene 21 teles y añade 4 teles ¿Cuantos hay en total?,Suma
hay 82 tortillas en una mesa y se comen 12 ¿Cuantos tortillas quedan?,Resta
hay 35 pajaros en un arbol y se van volando 41 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 98 platano y Ana tiene 98 uvas ¿Cuantos frutas hay en total?,Suma
hay 32 pajaros en un arbol y se van volando 17 ¿Cuantos pajaros quedan?,Resta
un policia tiene 73 lapices y añade 72 lapices ¿Cuantos hay en total?,Suma
Francisco tiene 2 balones de voley y Cesar tiene 93 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 56 animales y le extraen 47 animales ¿Cuanto queda?,Resta
Francisco tiene 23 balones de futbol y Federico tiene 38 balones de rugby ¿Cuantos balones hay en total?,Suma
Roberto tiene 1 manzanas y Julio tiene 11 ciruela ¿Cuantos frutas hay en total?,Suma
Juan tiene 83 peras y Federico tiene 82 peras ¿Cuantos frutas hay en total?,Suma
paloma tiene 56 carteras y le entregan 78 carteras ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 100 carteras y le quitan 55 carteras ¿Cuanto queda?,Resta
cirujano tiene 98 lapices y le quitan 62 lapices ¿Cuantos tiene al final?,Resta
hay 53 pajaros en un arbol y se van volando 80 ¿Cuantos pajaros quedan?,Resta
medico tiene 30 moviles y le dan 26 moviles ¿Cuantos hay en total?,Suma
un policia tiene 82 balones y excluye 62 balones ¿Cuantos le queda?,Resta
Enrique tiene 39 teles y le entregan 21 teles ¿Cuantos hay al final ?,Suma
hay 30 tortillas en una mesa y se comen 51 ¿Cuantos tortillas quedan?,Resta
un camarero tiene 83 frutas y excluye 79 frutas ¿Cuantos le queda?,Resta
Federico tiene 59 coco y Ana tiene 37 toronjas ¿Cuantos frutas hay en total?,Suma
hay 81 tortillas en una mesa y se comen 75 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 92 balones de basquet y Pedro tiene 61 balones de futbol ¿Cuantos balones hay en total?,Suma
Ana tiene 36 papayas y Juan tiene 89 peras ¿Cuantos frutas hay en total?,Suma
hay 63 niños en clase y se van 44 ¿Cuantos niños quedan?,Resta
un perro tiene 37 canicas y le dan 78 canicas ¿Cuantos hay al final ?,Suma
Un carpitero tiene 83 animales y incluye 95 animales ¿Cuantos hay en total?,Suma
hay 90 pajaros en un arbol y se van volando 47 ¿Cuantos pajaros quedan?,Resta
un cirujano tiene 62 piedras y añade 62 piedras ¿Cuantos tienen entre los dos?,Suma
Francisco tiene 57 uvas y Cesar tiene 67 sandias ¿Cuantos frutas hay en total?,Suma
programador tiene 14 moviles y incluye 51 moviles ¿Cuantos tienen entre los dos?,Suma
Cesar tiene 32 balones de rugby y Ana tiene 95 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 84 lapices y le entregan 6 lapices ¿Cuantos tienen entre los dos?,Suma
hay 24 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Resta
hay 98 niños en clase y se van 34 ¿Cuantos niños quedan?,Resta
Federico tiene 46 sandias y Gustavo tiene 27 manzanas ¿Cuantos frutas hay en total?,Suma
Pedro tiene 10 balones de rugby y Juan tiene 82 balones de basquet ¿Cuantos balones hay en total?,Suma
un albañil tiene 11 canicas y le entregan 19 canicas ¿Cuantos tienen entre los dos?,Suma
ingeniero tiene 26 mesas y excluye 8 mesas ¿Cuantos tiene al final?,Resta
un bombero tiene 100 sillas y con una diferencia 65 sillas ¿Cuantos le queda?,Resta
Pedro tiene 67 ciruela y Celeste tiene 87 ciruela ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 56 relojes y con una diferencia 6 relojes ¿Cuanto queda?,Resta
hay 41 niños en clase y se van 28 ¿Cuantos niños quedan?,Resta
hay 31 niños en clase y se van 93 ¿Cuantos niños quedan?,Resta
hay 87 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 72 lapices y le quitan 71 lapices ¿Cuantos le queda?,Resta
Un carpitero tiene 11 piedras y suma 46 piedras ¿Cuantos hay en total?,Suma
hay 45 tortillas en una mesa y se comen 34 ¿Cuantos tortillas quedan?,Resta
Una azafata tiene 94 pajaros y le entregan 24 pajaros ¿Cuantos hay al final ?,Suma
ingeniero tiene 33 canicas y suma 13 canicas ¿Cuantos tienen entre los dos?,Suma
fontanero tiene 61 pajaros y con una diferencia 8 pajaros ¿Cuantos tiene al final?,Resta
hay 67 niños en clase y se van 88 ¿Cuantos niños quedan?,Resta
un profesor tiene 70 teles y le extraen 16 teles ¿Cuanto queda?,Resta
Lorena tiene 63 balones de voley y Pedro tiene 45 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 40 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
Julio tiene 60 balones de futbol y Gustavo tiene 47 balones de tenis ¿Cuantos balones hay en total?,Suma
un mecanico tiene 95 moviles y resta 67 moviles ¿Cuantos le queda?,Resta
hay 42 pajaros en un arbol y se van volando 56 ¿Cuantos pajaros quedan?,Resta
hay 99 tortillas en una mesa y se comen 23 ¿Cuantos tortillas quedan?,Resta
Cesar tiene 75 papayas y Francisco tiene 3 ciruela ¿Cuantos frutas hay en total?,Suma
un camarero tiene 49 unidades y añade 73 unidades ¿Cuantos hay al final ?,Suma
Una azafata tiene 100 moviles y resta 32 moviles ¿Cuanto queda?,Resta
un bombero tiene 65 unidades y incluye 18 unidades ¿Cuantos hay en total?,Suma
un actor tiene 58 sillas y excluye 23 sillas ¿Cuantos tiene al final?,Resta
hay 84 pajaros en un arbol y se van volando 95 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 70 peras y Cesar tiene 70 manzanas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 90 relojes y resta 67 relojes ¿Cuantos le queda?,Resta
un actor tiene 85 moviles y suma 27 moviles ¿Cuantos hay en total?,Suma
un policia tiene 71 lapices y excluye 63 lapices ¿Cuantos le queda?,Resta
Celeste tiene 1 balones de basquet y Federico tiene 13 balones de basquet ¿Cuantos balones hay en total?,Suma
jose tiene 80 sillas y suma 85 sillas ¿Cuantos hay en total?,Suma
un policia tiene 100 pajaros y le extraen 49 pajaros ¿Cuantos le queda?,Resta
un bombero tiene 76 pajaros y le entregan 76 pajaros ¿Cuantos hay al final ?,Suma
cirujano tiene 30 mesas y resta 21 mesas ¿Cuanto queda?,Resta
un bombero tiene 18 unidades y suma 78 unidades ¿Cuantos hay al final ?,Suma
un perro tiene 60 pajaros y excluye 16 pajaros ¿Cuantos le queda?,Resta
hay 57 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
hay 54 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
Lucas tiene 85 balones de futbol y Julio tiene 86 balones de basquet ¿Cuantos balones hay en total?,Suma
Ana tiene 98 papayas y Celeste tiene 17 manzanas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 21 sillas y incluye 93 sillas ¿Cuantos hay en total?,Suma
un actor tiene 94 balones y con una diferencia 5 balones ¿Cuantos tiene al final?,Resta
programador tiene 60 unidades y le extraen 48 unidades ¿Cuantos le queda?,Resta
hay 74 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Resta
hay 10 pajaros en un arbol y se van volando 10 ¿Cuantos pajaros quedan?,Resta
fontanero tiene 77 balones y le entregan 91 balones ¿Cuantos tienen entre los dos?,Suma
ingeniero tiene 47 sillas y resta 34 sillas ¿Cuantos le queda?,Resta
hay 77 niños en clase y se van 55 ¿Cuantos niños quedan?,Resta
Francisco tiene 70 platano y Cesar tiene 48 ciruela ¿Cuantos frutas hay en total?,Suma
paloma tiene 17 animales y le dan 57 animales ¿Cuantos tienen entre los dos?,Suma
un actor tiene 76 canicas y añade 80 canicas ¿Cuantos hay al final ?,Suma
un policia tiene 67 carteras y con una diferencia 52 carteras ¿Cuantos tiene al final?,Resta
Julio tiene 8 uvas y Juan tiene 71 toronjas ¿Cuantos frutas hay en total?,Suma
perro tiene 78 carteras y excluye 4 carteras ¿Cuantos tiene al final?,Resta
un policia tiene 44 carteras y le quitan 22 carteras ¿Cuanto queda?,Resta
Cesar tiene 31 balones de tenis y Celeste tiene 66 balones de tenis ¿Cuantos balones hay en total?,Suma
cirujano tiene 99 carteras y añade 54 carteras ¿Cuantos hay al final ?,Suma
ingeniero tiene 45 sillas y excluye 9 sillas ¿Cuantos tiene al final?,Resta
un bombero tiene 88 piedras y le quitan 51 piedras ¿Cuanto queda?,Resta
hay 8 pajaros en un arbol y se van volando 40 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 1 pajaros y añade 78 pajaros ¿Cuantos hay al final ?,Suma
Cesar tiene 36 balones de basquet y Celeste tiene 51 balones de basquet ¿Cuantos balones hay en total?,Suma
Cesar tiene 54 coco y Pedro tiene 94 manzanas ¿Cuantos frutas hay en total?,Suma
hay 37 pajaros en un arbol y se van volando 35 ¿Cuantos pajaros quedan?,Resta
hay 48 pajaros en un arbol y se van volando 88 ¿Cuantos pajaros quedan?,Resta
pablito  tiene 45 pajaros y le dan 88 pajaros ¿Cuantos tienen entre los dos?,Suma
profesor tiene 91 animales y suma 61 animales ¿Cuantos hay en total?,Suma
hay 25 niños en clase y se van 26 ¿Cuantos niños quedan?,Resta
profesor tiene 28 balones y le dan 36 balones ¿Cuantos tienen entre los dos?,Suma
Julio tiene 11 coco y Juan tiene 32 sandias ¿Cuantos frutas hay en total?,Suma
hay 51 tortillas en una mesa y se comen 27 ¿Cuantos tortillas quedan?,Resta
piloto tiene 66 lapices y le dan 99 lapices ¿Cuantos tienen entre los dos?,Suma
hay 22 tortillas en una mesa y se comen 6 ¿Cuantos tortillas quedan?,Resta
hay 24 niños en clase y se van 30 ¿Cuantos niños quedan?,Resta
Lorena tiene 47 peras y Julio tiene 74 melocotones ¿Cuantos frutas hay en total?,Suma
hay 69 niños en clase y se van 87 ¿Cuantos niños quedan?,Resta
Gustavo tiene 86 melocotones y Julio tiene 54 papayas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 28 balones y le entregan 15 balones ¿Cuantos tienen entre los dos?,Suma
Ana tiene 69 platano y Pablo tiene 58 toronjas ¿Cuantos frutas hay en total?,Suma
Lorena tiene 4 balones de tenis y Ana tiene 44 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 1 pajaros en un arbol y se van volando 50 ¿Cuantos pajaros quedan?,Resta
un perro tiene 2 moviles y incluye 72 moviles ¿Cuantos tienen entre los dos?,Suma
hay 59 pajaros en un arbol y se van volando 88 ¿Cuantos pajaros quedan?,Resta
un bombero tiene 10 pajaros y suma 28 pajaros ¿Cuantos tienen entre los dos?,Suma
paloma tiene 72 coches y resta 52 coches ¿Cuanto queda?,Resta
paloma tiene 9 carteras y incluye 89 carteras ¿Cuantos hay al final ?,Suma
piloto tiene 32 animales y suma 55 animales ¿Cuantos hay en total?,Suma
hay 35 niños en clase y se van 55 ¿Cuantos niños quedan?,Resta
profesor tiene 62 relojes y incluye 53 relojes ¿Cuantos tienen entre los dos?,Suma
un profesor tiene 3 frutas y suma 82 frutas ¿Cuantos tienen entre los dos?,Suma
paloma tiene 22 balones y le dan 49 balones ¿Cuantos tienen entre los dos?,Suma
hay 91 tortillas en una mesa y se comen 59 ¿Cuantos tortillas quedan?,Resta
un actor tiene 86 piedras y resta 33 piedras ¿Cuantos le queda?,Resta
hay 92 pajaros en un arbol y se van volando 95 ¿Cuantos pajaros quedan?,Resta
medico tiene 13 balones y añade 52 balones ¿Cuantos tienen entre los dos?,Suma
hay 16 niños en clase y se van 94 ¿Cuantos niños quedan?,Resta
hay 70 niños en clase y se van 73 ¿Cuantos niños quedan?,Resta
Federico tiene 64 balones de rugby y Julio tiene 57 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 56 tortillas en una mesa y se comen 9 ¿Cuantos tortillas quedan?,Resta
hay 9 niños en clase y se van 33 ¿Cuantos niños quedan?,Resta
hay 60 pajaros en un arbol y se van volando 26 ¿Cuantos pajaros quedan?,Resta
Gustavo tiene 90 uvas y Pedro tiene 70 coco ¿Cuantos frutas hay en total?,Suma
un profesor tiene 15 animales y le entregan 18 animales ¿Cuantos hay al final ?,Suma
hay 27 niños en clase y se van 30 ¿Cuantos niños quedan?,Resta
un cirujano tiene 60 unidades y añade 16 unidades ¿Cuantos tienen entre los dos?,Suma
Un carpitero tiene 78 sillas y excluye 33 sillas ¿Cuanto queda?,Resta
hay 24 niños en clase y se van 94 ¿Cuantos niños quedan?,Resta
Julio tiene 7 balones de rugby y Roberto tiene 42 balones de rugby ¿Cuantos balones hay en total?,Suma
Una azafata tiene 64 animales y le extraen 32 animales ¿Cuantos tiene al final?,Resta
Cesar tiene 93 coco y Roberto tiene 27 peras ¿Cuantos frutas hay en total?,Suma
un perro tiene 51 teles y le quitan 8 teles ¿Cuanto queda?,Resta
Ana tiene 10 balones de futbol y Julio tiene 51 balones de basquet ¿Cuantos balones hay en total?,Suma
un camarero tiene 49 canicas y con una diferencia 23 canicas ¿Cuantos tiene al final?,Resta
hay 53 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
un camarero tiene 19 relojes y suma 56 relojes ¿Cuantos hay al final ?,Suma
Francisco tiene 44 melocotones y Roberto tiene 75 platano ¿Cuantos frutas hay en total?,Suma
hay 41 niños en clase y se van 78 ¿Cuantos niños quedan?,Resta
programador tiene 15 carteras y le extraen 8 carteras ¿Cuantos tiene al final?,Resta
hay 65 tortillas en una mesa y se comen 91 ¿Cuantos tortillas quedan?,Resta
Lucas tiene 26 melocotones y Cesar tiene 15 sandias ¿Cuantos frutas hay en total?,Suma
Celeste tiene 82 balones de rugby y Lucas tiene 22 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 88 tortillas en una mesa y se comen 58 ¿Cuantos tortillas quedan?,Resta
hay 81 pajaros en un arbol y se van volando 95 ¿Cuantos pajaros quedan?,Resta
hay 35 tortillas en una mesa y se comen 86 ¿Cuantos tortillas quedan?,Resta
una actriz tiene 76 animales y incluye 4 animales ¿Cuantos hay al final ?,Suma
Pedro tiene 66 balones de voley y Celeste tiene 36 balones de rugby ¿Cuantos balones hay en total?,Suma
Juan tiene 57 toronjas y Pedro tiene 5 toronjas ¿Cuantos frutas hay en total?,Suma
jose tiene 55 balones y le dan 73 balones ¿Cuantos hay en total?,Suma
Celeste tiene 51 ciruela y Roberto tiene 31 uvas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 28 coches y incluye 6 coches ¿Cuantos hay en total?,Suma
un obrero tiene 80 carteras y resta 24 carteras ¿Cuantos tiene al final?,Resta
hay 80 niños en clase y se van 60 ¿Cuantos niños quedan?,Resta
piloto tiene 5 mesas y le entregan 33 mesas ¿Cuantos hay al final ?,Suma
una actriz tiene 51 coches y le dan 94 coches ¿Cuantos hay en total?,Suma
hay 63 niños en clase y se van 4 ¿Cuantos niños quedan?,Resta
Pablo tiene 33 coco y Gustavo tiene 8 papayas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 30 piedras y le dan 46 piedras ¿Cuantos hay en total?,Suma
Pablo tiene 8 papayas y Pedro tiene 78 ciruela ¿Cuantos frutas hay en total?,Suma
hay 94 pajaros en un arbol y se van volando 12 ¿Cuantos pajaros quedan?,Resta
un policia tiene 23 canicas y resta 18 canicas ¿Cuantos le queda?,Resta
hay 57 pajaros en un arbol y se van volando 29 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 27 piedras y le extraen 21 piedras ¿Cuantos tiene al final?,Resta
hay 45 pajaros en un arbol y se van volando 46 ¿Cuantos pajaros quedan?,Resta
Juan tiene 21 balones de rugby y Pedro tiene 56 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 29 niños en clase y se van 61 ¿Cuantos niños quedan?,Resta
fontanero tiene 88 frutas y le extraen 38 frutas ¿Cuanto queda?,Resta
Roberto tiene 30 papayas y Cesar tiene 12 ciruela ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 49 piedras y suma 76 piedras ¿Cuantos hay al final ?,Suma
Pablo tiene 28 papayas y Federico tiene 62 melocotones ¿Cuantos frutas hay en total?,Suma
un actor tiene 83 piedras y excluye 6 piedras ¿Cuanto queda?,Resta
Julio tiene 86 uvas y Lorena tiene 17 papayas ¿Cuantos frutas hay en total?,Suma
medico tiene 54 piedras y con una diferencia 36 piedras ¿Cuantos tiene al final?,Resta
ingeniero tiene 77 unidades y excluye 3 unidades ¿Cuanto queda?,Resta
fontanero tiene 75 sillas y le extraen 17 sillas ¿Cuantos le queda?,Resta
cirujano tiene 47 teles y le extraen 38 teles ¿Cuantos le queda?,Resta
una actriz tiene 81 mesas y resta 31 mesas ¿Cuantos le queda?,Resta
un albañil tiene 46 carteras y excluye 12 carteras ¿Cuanto queda?,Resta
Celeste tiene 61 balones de futbol y Francisco tiene 40 balones de tenis ¿Cuantos balones hay en total?,Suma
cirujano tiene 4 sillas y suma 81 sillas ¿Cuantos hay en total?,Suma
una actriz tiene 38 mesas y le dan 95 mesas ¿Cuantos tienen entre los dos?,Suma
hay 9 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
un bombero tiene 65 carteras y resta 35 carteras ¿Cuanto queda?,Resta
hay 60 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
ingeniero tiene 28 canicas y suma 64 canicas ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 21 piedras y le entregan 7 piedras ¿Cuantos hay en total?,Suma
ingeniero tiene 83 carteras y suma 3 carteras ¿Cuantos hay al final ?,Suma
hay 39 pajaros en un arbol y se van volando 60 ¿Cuantos pajaros quedan?,Resta
hay 75 tortillas en una mesa y se comen 62 ¿Cuantos tortillas quedan?,Resta
un profesor tiene 96 pajaros y suma 66 pajaros ¿Cuantos hay en total?,Suma
un perro tiene 18 moviles y le entregan 38 moviles ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 8 frutas y suma 76 frutas ¿Cuantos tienen entre los dos?,Suma
Un carpitero tiene 27 relojes y añade 23 relojes ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 53 moviles y con una diferencia 48 moviles ¿Cuantos tiene al final?,Resta
hay 45 niños en clase y se van 41 ¿Cuantos niños quedan?,Resta
hay 95 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
Francisco tiene 63 balones de rugby y Celeste tiene 70 balones de rugby ¿Cuantos balones hay en total?,Suma
Pedro tiene 85 platano y Cesar tiene 62 melocotones ¿Cuantos frutas hay en total?,Suma
programador tiene 66 coches y suma 96 coches ¿Cuantos tienen entre los dos?,Suma
hay 57 niños en clase y se van 21 ¿Cuantos niños quedan?,Resta
hay 13 pajaros en un arbol y se van volando 63 ¿Cuantos pajaros quedan?,Resta
hay 30 tortillas en una mesa y se comen 19 ¿Cuantos tortillas quedan?,Resta
un profesor tiene 40 animales y incluye 30 animales ¿Cuantos hay al final ?,Suma
hay 36 niños en clase y se van 62 ¿Cuantos niños quedan?,Resta
profesor tiene 36 coches y resta 14 coches ¿Cuantos tiene al final?,Resta
Cesar tiene 63 balones de tenis y Lucas tiene 37 balones de futbol ¿Cuantos balones hay en total?,Suma
Julio tiene 84 manzanas y Lucas tiene 55 sandias ¿Cuantos frutas hay en total?,Suma
Celeste tiene 61 toronjas y Lucas tiene 96 peras ¿Cuantos frutas hay en total?,Suma
fontanero tiene 93 sillas y le quitan 44 sillas ¿Cuanto queda?,Resta
Ana tiene 22 balones de voley y Gustavo tiene 81 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 37 pajaros en un arbol y se van volando 54 ¿Cuantos pajaros quedan?,Resta
hay 28 tortillas en una mesa y se comen 23 ¿Cuantos tortillas quedan?,Resta
Cesar tiene 83 balones de basquet y Federico tiene 50 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 46 niños en clase y se van 44 ¿Cuantos niños quedan?,Resta
Un carpitero tiene 86 piedras y incluye 45 piedras ¿Cuantos hay al final ?,Suma
jose tiene 66 relojes y excluye 57 relojes ¿Cuanto queda?,Resta
una actriz tiene 98 pajaros y excluye 36 pajaros ¿Cuanto queda?,Resta
un obrero tiene 7 lapices y añade 45 lapices ¿Cuantos hay al final ?,Suma
hay 55 niños en clase y se van 34 ¿Cuantos niños quedan?,Resta
hay 85 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Resta
hay 31 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Resta
Ana tiene 24 balones de basquet y Roberto tiene 8 balones de basquet ¿Cuantos balones hay en total?,Suma
un profesor tiene 91 moviles y le quitan 39 moviles ¿Cuantos le queda?,Resta
Pedro tiene 66 peras y Juan tiene 100 toronjas ¿Cuantos frutas hay en total?,Suma
un camarero tiene 82 moviles y le entregan 1 moviles ¿Cuantos hay al final ?,Suma
un cirujano tiene 74 balones y le entregan 70 balones ¿Cuantos tienen entre los dos?,Suma
hay 13 tortillas en una mesa y se comen 60 ¿Cuantos tortillas quedan?,Resta
hay 87 pajaros en un arbol y se van volando 32 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 82 peras y Cesar tiene 45 peras ¿Cuantos frutas hay en total?,Suma
Enrique tiene 74 frutas y con una diferencia 36 frutas ¿Cuantos tiene al final?,Resta
pablito  tiene 77 canicas y con una diferencia 70 canicas ¿Cuantos tiene al final?,Resta
ingeniero tiene 65 carteras y con una diferencia 11 carteras ¿Cuantos le queda?,Resta
Roberto tiene 56 uvas y Pedro tiene 37 coco ¿Cuantos frutas hay en total?,Suma
hay 38 niños en clase y se van 81 ¿Cuantos niños quedan?,Resta
Julio tiene 1 manzanas y Pedro tiene 13 coco ¿Cuantos frutas hay en total?,Suma
un bombero tiene 8 relojes y le quitan 7 relojes ¿Cuanto queda?,Resta
Un carpitero tiene 38 animales y resta 5 animales ¿Cuantos le queda?,Resta
piloto tiene 98 lapices y suma 46 lapices ¿Cuantos tienen entre los dos?,Suma
Juan tiene 98 peras y Lucas tiene 20 ciruela ¿Cuantos frutas hay en total?,Suma
programador tiene 78 teles y le dan 41 teles ¿Cuantos hay al final ?,Suma
Pablo tiene 43 melocotones y Ana tiene 43 melocotones ¿Cuantos frutas hay en total?,Suma
Ana tiene 8 toronjas y Gustavo tiene 33 papayas ¿Cuantos frutas hay en total?,Suma
Cesar tiene 4 papayas y Lorena tiene 83 uvas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 31 balones de tenis y Roberto tiene 7 balones de voley ¿Cuantos balones hay en total?,Suma
Pedro tiene 91 balones de voley y Lucas tiene 9 balones de rugby ¿Cuantos balones hay en total?,Suma
Enrique tiene 85 relojes y le quitan 61 relojes ¿Cuantos tiene al final?,Resta
un obrero tiene 56 unidades y excluye 50 unidades ¿Cuantos le queda?,Resta
fontanero tiene 64 mesas y le dan 41 mesas ¿Cuantos hay al final ?,Suma
un albañil tiene 17 piedras y resta 1 piedras ¿Cuantos tiene al final?,Resta
hay 58 pajaros en un arbol y se van volando 51 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 39 pajaros y con una diferencia 27 pajaros ¿Cuantos tiene al final?,Resta
medico tiene 72 relojes y le dan 87 relojes ¿Cuantos tienen entre los dos?,Suma
un camarero tiene 58 carteras y le dan 83 carteras ¿Cuantos tienen entre los dos?,Suma
paloma tiene 85 pajaros y excluye 5 pajaros ¿Cuanto queda?,Resta
Julio tiene 81 balones de voley y Juan tiene 12 balones de basquet ¿Cuantos balones hay en total?,Suma
un policia tiene 82 sillas y suma 32 sillas ¿Cuantos hay en total?,Suma
un obrero tiene 66 pajaros y suma 82 pajaros ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 42 pajaros y le dan 67 pajaros ¿Cuantos tienen entre los dos?,Suma
hay 93 pajaros en un arbol y se van volando 75 ¿Cuantos pajaros quedan?,Resta
un actor tiene 18 teles y con una diferencia 14 teles ¿Cuanto queda?,Resta
pablito  tiene 25 frutas y incluye 3 frutas ¿Cuantos hay al final ?,Suma
un mecanico tiene 24 lapices y con una diferencia 24 lapices ¿Cuantos tiene al final?,Resta
fontanero tiene 75 frutas y excluye 71 frutas ¿Cuantos le queda?,Resta
un mecanico tiene 48 unidades y con una diferencia 7 unidades ¿Cuantos le queda?,Resta
perro tiene 65 lapices y resta 14 lapices ¿Cuantos le queda?,Resta
un mecanico tiene 47 unidades y añade 53 unidades ¿Cuantos hay al final ?,Suma
ingeniero tiene 87 pajaros y resta 56 pajaros ¿Cuantos tiene al final?,Resta
hay 95 tortillas en una mesa y se comen 70 ¿Cuantos tortillas quedan?,Resta
hay 10 pajaros en un arbol y se van volando 73 ¿Cuantos pajaros quedan?,Resta
hay 52 niños en clase y se van 84 ¿Cuantos niños quedan?,Resta
ingeniero tiene 43 balones y con una diferencia 34 balones ¿Cuantos le queda?,Resta
Enrique tiene 64 animales y añade 8 animales ¿Cuantos hay en total?,Suma
Juan tiene 23 coco y Lorena tiene 49 sandias ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 44 piedras y excluye 22 piedras ¿Cuanto queda?,Resta
Juan tiene 12 sandias y Lorena tiene 36 manzanas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 40 balones y le entregan 61 balones ¿Cuantos hay en total?,Suma
hay 5 pajaros en un arbol y se van volando 10 ¿Cuantos pajaros quedan?,Resta
