Problema,Tipo
un mecanico tiene 56 moviles y le dan 11 moviles ¿Cuantos tienen entre los dos?,Suma
hay 100 niños en clase y se van 34 ¿Cuantos niños quedan?,Resta
hay 35 niños en clase y se van 42 ¿Cuantos niños quedan?,Resta
Gustavo tiene 32 peras y Pedro tiene 39 coco ¿Cuantos frutas hay en total?,Suma
hay 44 tortillas en una mesa y se comen 70 ¿Cuantos tortillas quedan?,Resta
un profesor tiene 78 piedras y suma 95 piedras ¿Cuantos tienen entre los dos?,Suma
hay 68 pajaros en un arbol y se van volando 85 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 23 balones de rugby y Gustavo tiene 1 balones de voley ¿Cuantos balones hay en total?,Suma
fontanero tiene 85 mesas y con una diferencia 54 mesas ¿Cuanto queda?,Resta
profesor tiene 28 mesas y le entregan 66 mesas ¿Cuantos hay al final ?,Suma
hay 48 niños en clase y se van 79 ¿Cuantos niños quedan?,Resta
perro tiene 9 piedras y le dan 13 piedras ¿Cuantos tienen entre los dos?,Suma
piloto tiene 51 sillas y le dan 42 sillas ¿Cuantos tienen entre los dos?,Suma
hay 86 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Resta
perro tiene 39 moviles y incluye 98 moviles ¿Cuantos hay al final ?,Suma
Pablo tiene 100 sandias y Pedro tiene 54 toronjas ¿Cuantos frutas hay en total?,Suma
hay 7 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 69 balones de rugby y Celeste tiene 65 balones de basquet ¿Cuantos balones hay en total?,Suma
Federico tiene 54 ciruela y Julio tiene 84 melocotones ¿Cuantos frutas hay en total?,Suma
hay 84 pajaros en un arbol y se van volando 55 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 68 peras y Ana tiene 55 uvas ¿Cuantos frutas hay en total?,Suma
jose tiene 51 sillas y le extraen 47 sillas ¿Cuantos le queda?,Resta
hay 87 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 2 balones de tenis y Cesar tiene 95 balones de futbol ¿Cuantos balones hay en total?,Suma
Celeste tiene 35 balones de basquet y Lorena tiene 59 balones de futbol ¿Cuantos balones hay en total?,Suma
jose tiene 4 canicas y le entregan 99 canicas ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 66 mesas y suma 14 mesas ¿Cuantos tienen entre los dos?,Suma
medico tiene 78 pajaros y le quitan 41 pajaros ¿Cuantos le queda?,Resta
un perro tiene 93 mesas y le extraen 14 mesas ¿Cuantos tiene al final?,Resta
hay 46 pajaros en un arbol y se van volando 15 ¿Cuantos pajaros quedan?,Resta
un albañil tiene 100 unidades y le extraen 74 unidades ¿Cuantos le queda?,Resta
hay 98 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
hay 31 niños en clase y se van 95 ¿Cuantos niños quedan?,Resta
medico tiene 77 animales y le dan 1 animales ¿Cuantos hay en total?,Suma
piloto tiene 53 canicas y con una diferencia 3 canicas ¿Cuantos le queda?,Resta
hay 35 tortillas en una mesa y se comen 77 ¿Cuantos tortillas quedan?,Resta
profesor tiene 90 unidades y le quitan 20 unidades ¿Cuanto queda?,Resta
Cesar tiene 80 sandias y Lorena tiene 7 sandias ¿Cuantos frutas hay en total?,Suma
Juan tiene 44 manzanas y Roberto tiene 66 papayas ¿Cuantos frutas hay en total?,Suma
un albañil tiene 84 animales y con una diferencia 6 animales ¿Cuantos tiene al final?,Resta
piloto tiene 25 unidades y excluye 9 unidades ¿Cuanto queda?,Resta
una actriz tiene 29 pajaros y le dan 58 pajaros ¿Cuantos tienen entre los dos?,Suma
Celeste tiene 50 uvas y Gustavo tiene 51 papayas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 57 coches y incluye 51 coches ¿Cuantos hay al final ?,Suma
Una azafata tiene 76 frutas y con una diferencia 3 frutas ¿Cuanto queda?,Resta
hay 65 tortillas en una mesa y se comen 5 ¿Cuantos tortillas quedan?,Resta
pablito  tiene 19 moviles y le extraen 7 moviles ¿Cuanto queda?,Resta
hay 67 tortillas en una mesa y se comen 61 ¿Cuantos tortillas quedan?,Resta
Gustavo tiene 51 balones de voley y Juan tiene 80 balones de futbol ¿Cuantos balones hay en total?,Suma
Lorena tiene 24 toronjas y Lucas tiene 4 toronjas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 15 mesas y le quitan 8 mesas ¿Cuanto queda?,Resta
ingeniero tiene 26 relojes y añade 42 relojes ¿Cuantos hay al final ?,Suma
Juan tiene 24 platano y Celeste tiene 34 coco ¿Cuantos frutas hay en total?,Suma
hay 12 tortillas en una mesa y se comen 68 ¿Cuantos tortillas quedan?,Resta
hay 66 pajaros en un arbol y se van volando 63 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 62 uvas y Pablo tiene 35 toronjas ¿Cuantos frutas hay en total?,Suma
hay 82 tortillas en una mesa y se comen 80 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 57 pajaros y excluye 6 pajaros ¿Cuantos tiene al final?,Resta
hay 88 tortillas en una mesa y se comen 59 ¿Cuantos tortillas quedan?,Resta
jose tiene 56 lapices y le extraen 26 lapices ¿Cuanto queda?,Resta
jose tiene 13 mesas y le entregan 14 mesas ¿Cuantos hay al final ?,Suma
un perro tiene 36 piedras y suma 86 piedras ¿Cuantos hay al final ?,Suma
un camarero tiene 38 sillas y excluye 6 sillas ¿Cuantos tiene al final?,Resta
hay 82 pajaros en un arbol y se van volando 11 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 71 balones de rugby y Pedro tiene 77 balones de tenis ¿Cuantos balones hay en total?,Suma
una actriz tiene 12 canicas y le entregan 6 canicas ¿Cuantos tienen entre los dos?,Suma
un bombero tiene 58 moviles y resta 12 moviles ¿Cuanto queda?,Resta
hay 41 pajaros en un arbol y se van volando 38 ¿Cuantos pajaros quedan?,Resta
hay 63 tortillas en una mesa y se comen 25 ¿Cuantos tortillas quedan?,Resta
hay 13 niños en clase y se van 62 ¿Cuantos niños quedan?,Resta
hay 61 pajaros en un arbol y se van volando 33 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 48 peras y Lorena tiene 92 melocotones ¿Cuantos frutas hay en total?,Suma
hay 60 tortillas en una mesa y se comen 94 ¿Cuantos tortillas quedan?,Resta
un camarero tiene 49 coches y resta 25 coches ¿Cuantos le queda?,Resta
hay 10 pajaros en un arbol y se van volando 14 ¿Cuantos pajaros quedan?,Resta
hay 18 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Resta
hay 70 niños en clase y se van 99 ¿Cuantos niños quedan?,Resta
un perro tiene 91 coches y excluye 6 coches ¿Cuantos le queda?,Resta
un bombero tiene 66 canicas y incluye 63 canicas ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 24 mesas y suma 22 mesas ¿Cuantos tienen entre los dos?,Suma
Celeste tiene 98 uvas y Francisco tiene 86 papayas ¿Cuantos frutas hay en total?,Suma
cirujano tiene 76 animales y resta 48 animales ¿Cuanto queda?,Resta
un policia tiene 70 sillas y le quitan 68 sillas ¿Cuanto queda?,Resta
programador tiene 63 moviles y resta 31 moviles ¿Cuantos tiene al final?,Resta
medico tiene 27 frutas y le entregan 28 frutas ¿Cuantos tienen entre los dos?,Suma
hay 4 niños en clase y se van 64 ¿Cuantos niños quedan?,Resta
un obrero tiene 27 relojes y añade 9 relojes ¿Cuantos hay al final ?,Suma
Julio tiene 20 balones de tenis y Francisco tiene 29 balones de futbol ¿Cuantos balones hay en total?,Suma
Lucas tiene 58 balones de rugby y Pablo tiene 52 balones de tenis ¿Cuantos balones hay en total?,Suma
un camarero tiene 40 canicas y con una diferencia 28 canicas ¿Cuantos le queda?,Resta
un mecanico tiene 25 teles y le dan 84 teles ¿Cuantos hay en total?,Suma
un actor tiene 88 carteras y con una diferencia 44 carteras ¿Cuanto queda?,Resta
jose tiene 64 piedras y le quitan 27 piedras ¿Cuantos le queda?,Resta
un mecanico tiene 65 sillas y le dan 70 sillas ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 72 mesas y suma 60 mesas ¿Cuantos hay en total?,Suma
hay 21 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Resta
un camarero tiene 70 carteras y con una diferencia 22 carteras ¿Cuantos tiene al final?,Resta
Una azafata tiene 51 carteras y le quitan 40 carteras ¿Cuanto queda?,Resta
hay 19 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 42 moviles y resta 29 moviles ¿Cuanto queda?,Resta
pablito  tiene 85 carteras y le extraen 73 carteras ¿Cuantos tiene al final?,Resta
Cesar tiene 30 peras y Francisco tiene 9 sandias ¿Cuantos frutas hay en total?,Suma
una actriz tiene 75 sillas y excluye 46 sillas ¿Cuantos tiene al final?,Resta
Pedro tiene 11 balones de futbol y Pablo tiene 21 balones de rugby ¿Cuantos balones hay en total?,Suma
Pablo tiene 83 uvas y Gustavo tiene 95 toronjas ¿Cuantos frutas hay en total?,Suma
paloma tiene 52 lapices y excluye 23 lapices ¿Cuantos le queda?,Resta
Roberto tiene 78 melocotones y Cesar tiene 98 coco ¿Cuantos frutas hay en total?,Suma
Roberto tiene 61 balones de tenis y Federico tiene 80 balones de voley ¿Cuantos balones hay en total?,Suma
hay 50 niños en clase y se van 78 ¿Cuantos niños quedan?,Resta
un profesor tiene 66 pajaros y suma 59 pajaros ¿Cuantos tienen entre los dos?,Suma
un profesor tiene 24 teles y añade 99 teles ¿Cuantos hay en total?,Suma
Enrique tiene 68 animales y con una diferencia 5 animales ¿Cuantos le queda?,Resta
pablito  tiene 81 unidades y con una diferencia 77 unidades ¿Cuantos le queda?,Resta
Un carpitero tiene 80 unidades y incluye 78 unidades ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 17 sillas y incluye 44 sillas ¿Cuantos tienen entre los dos?,Suma
hay 23 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
Una azafata tiene 59 sillas y le dan 58 sillas ¿Cuantos tienen entre los dos?,Suma
Enrique tiene 88 frutas y excluye 51 frutas ¿Cuanto queda?,Resta
cirujano tiene 24 piedras y suma 2 piedras ¿Cuantos hay al final ?,Suma
hay 15 pajaros en un arbol y se van volando 94 ¿Cuantos pajaros quedan?,Resta
hay 29 pajaros en un arbol y se van volando 18 ¿Cuantos pajaros quedan?,Resta
hay 86 niños en clase y se van 52 ¿Cuantos niños quedan?,Resta
piloto tiene 35 piedras y incluye 75 piedras ¿Cuantos tienen entre los dos?,Suma
un profesor tiene 92 canicas y le extraen 6 canicas ¿Cuantos le queda?,Resta
hay 6 pajaros en un arbol y se van volando 41 ¿Cuantos pajaros quedan?,Resta
hay 42 niños en clase y se van 95 ¿Cuantos niños quedan?,Resta
hay 9 pajaros en un arbol y se van volando 65 ¿Cuantos pajaros quedan?,Resta
programador tiene 23 piedras y excluye 10 piedras ¿Cuantos le queda?,Resta
hay 100 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
hay 70 pajaros en un arbol y se van volando 2 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 30 balones de futbol y Julio tiene 38 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 56 niños en clase y se van 65 ¿Cuantos niños quedan?,Resta
hay 37 tortillas en una mesa y se comen 83 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 82 moviles y le quitan 79 moviles ¿Cuantos le queda?,Resta
hay 85 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
hay 47 niños en clase y se van 21 ¿Cuantos niños quedan?,Resta
Enrique tiene 78 relojes y excluye 67 relojes ¿Cuanto queda?,Resta
profesor tiene 48 piedras y le quitan 10 piedras ¿Cuanto queda?,Resta
hay 48 tortillas en una mesa y se comen 19 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 3 lapices y añade 35 lapices ¿Cuantos hay en total?,Suma
medico tiene 100 canicas y le dan 98 canicas ¿Cuantos hay en total?,Suma
Lorena tiene 27 balones de basquet y Juan tiene 59 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 25 pajaros en un arbol y se van volando 15 ¿Cuantos pajaros quedan?,Resta
hay 62 tortillas en una mesa y se comen 21 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 23 animales y añade 67 animales ¿Cuantos tienen entre los dos?,Suma
hay 7 pajaros en un arbol y se van volando 50 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 52 canicas y excluye 6 canicas ¿Cuantos le queda?,Resta
Gustavo tiene 84 peras y Francisco tiene 59 toronjas ¿Cuantos frutas hay en total?,Suma
profesor tiene 23 coches y le dan 87 coches ¿Cuantos tienen entre los dos?,Suma
Pedro tiene 42 papayas y Cesar tiene 51 uvas ¿Cuantos frutas hay en total?,Suma
Una azafata tiene 71 relojes y le quitan 23 relojes ¿Cuantos le queda?,Resta
medico tiene 40 animales y incluye 32 animales ¿Cuantos hay al final ?,Suma
un obrero tiene 1 lapices y incluye 67 lapices ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 91 piedras y le dan 15 piedras ¿Cuantos hay al final ?,Suma
hay 31 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
un perro tiene 17 mesas y le entregan 66 mesas ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 3 balones de rugby y Julio tiene 95 balones de rugby ¿Cuantos balones hay en total?,Suma
Francisco tiene 72 coco y Julio tiene 5 platano ¿Cuantos frutas hay en total?,Suma
un albañil tiene 10 moviles y le entregan 96 moviles ¿Cuantos hay en total?,Suma
un bombero tiene 63 unidades y le quitan 17 unidades ¿Cuantos tiene al final?,Resta
un policia tiene 45 teles y con una diferencia 30 teles ¿Cuantos le queda?,Resta
hay 90 tortillas en una mesa y se comen 75 ¿Cuantos tortillas quedan?,Resta
hay 30 pajaros en un arbol y se van volando 57 ¿Cuantos pajaros quedan?,Resta
hay 86 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Resta
un bombero tiene 66 mesas y incluye 2 mesas ¿Cuantos hay al final ?,Suma
hay 92 pajaros en un arbol y se van volando 65 ¿Cuantos pajaros quedan?,Resta
Celeste tiene 97 ciruela y Roberto tiene 19 platano ¿Cuantos frutas hay en total?,Suma
hay 9 pajaros en un arbol y se van volando 18 ¿Cuantos pajaros quedan?,Resta
hay 98 niños en clase y se van 7 ¿Cuantos niños quedan?,Resta
piloto tiene 68 frutas y resta 40 frutas ¿Cuantos le queda?,Resta
hay 99 niños en clase y se van 93 ¿Cuantos niños quedan?,Resta
hay 88 tortillas en una mesa y se comen 49 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 86 mesas y le entregan 15 mesas ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 96 teles y resta 40 teles ¿Cuantos le queda?,Resta
Gustavo tiene 80 balones de basquet y Celeste tiene 39 balones de voley ¿Cuantos balones hay en total?,Suma
ingeniero tiene 99 piedras y le extraen 69 piedras ¿Cuanto queda?,Resta
un policia tiene 20 coches y incluye 15 coches ¿Cuantos hay en total?,Suma
hay 54 pajaros en un arbol y se van volando 64 ¿Cuantos pajaros quedan?,Resta
Lucas tiene 21 toronjas y Julio tiene 63 coco ¿Cuantos frutas hay en total?,Suma
hay 73 niños en clase y se van 65 ¿Cuantos niños quedan?,Resta
Julio tiene 91 balones de tenis y Cesar tiene 45 balones de voley ¿Cuantos balones hay en total?,Suma
programador tiene 68 teles y incluye 62 teles ¿Cuantos hay en total?,Suma
Pedro tiene 97 coco y Gustavo tiene 16 peras ¿Cuantos frutas hay en total?,Suma
un actor tiene 97 carteras y con una diferencia 42 carteras ¿Cuantos tiene al final?,Resta
un camarero tiene 73 coches y con una diferencia 36 coches ¿Cuantos le queda?,Resta
hay 83 pajaros en un arbol y se van volando 36 ¿Cuantos pajaros quedan?,Resta
un profesor tiene 87 pajaros y con una diferencia 52 pajaros ¿Cuanto queda?,Resta
un policia tiene 95 moviles y suma 36 moviles ¿Cuantos hay al final ?,Suma
hay 53 tortillas en una mesa y se comen 11 ¿Cuantos tortillas quedan?,Resta
un policia tiene 68 unidades y le dan 96 unidades ¿Cuantos hay en total?,Suma
Francisco tiene 62 balones de futbol y Gustavo tiene 44 balones de rugby ¿Cuantos balones hay en total?,Suma
Gustavo tiene 40 platano y Cesar tiene 69 melocotones ¿Cuantos frutas hay en total?,Suma
Julio tiene 18 ciruela y Pedro tiene 70 manzanas ¿Cuantos frutas hay en total?,Suma
Ana tiene 66 platano y Pedro tiene 99 papayas ¿Cuantos frutas hay en total?,Suma
paloma tiene 79 frutas y resta 32 frutas ¿Cuanto queda?,Resta
Pedro tiene 48 melocotones y Cesar tiene 38 platano ¿Cuantos frutas hay en total?,Suma
hay 63 tortillas en una mesa y se comen 51 ¿Cuantos tortillas quedan?,Resta
hay 86 pajaros en un arbol y se van volando 56 ¿Cuantos pajaros quedan?,Resta
hay 58 tortillas en una mesa y se comen 25 ¿Cuantos tortillas quedan?,Resta
paloma tiene 99 carteras y con una diferencia 15 carteras ¿Cuantos tiene al final?,Resta
un policia tiene 80 pajaros y excluye 77 pajaros ¿Cuantos tiene al final?,Resta
hay 27 tortillas en una mesa y se comen 94 ¿Cuantos tortillas quedan?,Resta
hay 10 niños en clase y se van 34 ¿Cuantos niños quedan?,Resta
un bombero tiene 77 sillas y añade 2 sillas ¿Cuantos hay al final ?,Suma
medico tiene 94 carteras y suma 39 carteras ¿Cuantos hay al final ?,Suma
hay 35 niños en clase y se van 95 ¿Cuantos niños quedan?,Resta
Juan tiene 37 balones de rugby y Lucas tiene 80 balones de rugby ¿Cuantos balones hay en total?,Suma
Pedro tiene 56 melocotones y Francisco tiene 70 melocotones ¿Cuantos frutas hay en total?,Suma
hay 34 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
hay 75 niños en clase y se van 70 ¿Cuantos niños quedan?,Resta
Gustavo tiene 7 peras y Juan tiene 84 uvas ¿Cuantos frutas hay en total?,Suma
un policia tiene 28 lapices y le entregan 8 lapices ¿Cuantos tienen entre los dos?,Suma
un policia tiene 34 relojes y le dan 92 relojes ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 81 pajaros y suma 9 pajaros ¿Cuantos hay en total?,Suma
Lorena tiene 16 melocotones y Roberto tiene 88 manzanas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 8 teles y incluye 8 teles ¿Cuantos tienen entre los dos?,Suma
hay 57 pajaros en un arbol y se van volando 65 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 35 balones de voley y Federico tiene 33 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 21 tortillas en una mesa y se comen 68 ¿Cuantos tortillas quedan?,Resta
hay 6 tortillas en una mesa y se comen 62 ¿Cuantos tortillas quedan?,Resta
Roberto tiene 96 melocotones y Ana tiene 48 platano ¿Cuantos frutas hay en total?,Suma
hay 9 pajaros en un arbol y se van volando 23 ¿Cuantos pajaros quedan?,Resta
ingeniero tiene 76 mesas y le quitan 56 mesas ¿Cuanto queda?,Resta
hay 64 tortillas en una mesa y se comen 18 ¿Cuantos tortillas quedan?,Resta
Roberto tiene 93 balones de tenis y Pablo tiene 22 balones de tenis ¿Cuantos balones hay en total?,Suma
medico tiene 74 sillas y le extraen 40 sillas ¿Cuantos le queda?,Resta
Roberto tiene 43 uvas y Ana tiene 74 peras ¿Cuantos frutas hay en total?,Suma
Ana tiene 18 balones de basquet y Cesar tiene 89 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 14 pajaros en un arbol y se van volando 96 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 79 mesas y excluye 63 mesas ¿Cuantos tiene al final?,Resta
Lorena tiene 73 toronjas y Pedro tiene 95 coco ¿Cuantos frutas hay en total?,Suma
hay 83 pajaros en un arbol y se van volando 100 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 94 unidades y le entregan 57 unidades ¿Cuantos hay al final ?,Suma
Pedro tiene 84 uvas y Francisco tiene 25 peras ¿Cuantos frutas hay en total?,Suma
pablito  tiene 55 lapices y excluye 19 lapices ¿Cuanto queda?,Resta
Francisco tiene 80 uvas y Juan tiene 39 uvas ¿Cuantos frutas hay en total?,Suma
un profesor tiene 92 mesas y le entregan 25 mesas ¿Cuantos hay en total?,Suma
hay 11 niños en clase y se van 81 ¿Cuantos niños quedan?,Resta
profesor tiene 62 teles y le quitan 4 teles ¿Cuantos tiene al final?,Resta
Un carpitero tiene 52 frutas y resta 42 frutas ¿Cuantos le queda?,Resta
ingeniero tiene 97 lapices y incluye 19 lapices ¿Cuantos hay al final ?,Suma
pablito  tiene 63 coches y le entregan 90 coches ¿Cuantos hay en total?,Suma
Roberto tiene 59 coco y Lorena tiene 47 uvas ¿Cuantos frutas hay en total?,Suma
pablito  tiene 80 canicas y le extraen 4 canicas ¿Cuantos le queda?,Resta
Lucas tiene 55 coco y Lorena tiene 67 papayas ¿Cuantos frutas hay en total?,Suma
Federico tiene 59 balones de rugby y Pedro tiene 26 balones de basquet ¿Cuantos balones hay en total?,Suma
un perro tiene 40 balones y le dan 36 balones ¿Cuantos hay en total?,Suma
Juan tiene 35 balones de futbol y Pablo tiene 67 balones de futbol ¿Cuantos balones hay en total?,Suma
fontanero tiene 60 pajaros y resta 19 pajaros ¿Cuanto queda?,Resta
Federico tiene 54 balones de tenis y Pablo tiene 18 balones de tenis ¿Cuantos balones hay en total?,Suma
paloma tiene 89 coches y le entregan 36 coches ¿Cuantos hay en total?,Suma
un obrero tiene 48 relojes y incluye 66 relojes ¿Cuantos tienen entre los dos?,Suma
hay 45 pajaros en un arbol y se van volando 24 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 10 relojes y le quitan 1 relojes ¿Cuanto queda?,Resta
Juan tiene 80 coco y Pedro tiene 6 papayas ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 39 ciruela y Juan tiene 80 toronjas ¿Cuantos frutas hay en total?,Suma
Juan tiene 85 melocotones y Roberto tiene 30 uvas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 65 peras y Pedro tiene 25 ciruela ¿Cuantos frutas hay en total?,Suma
hay 38 tortillas en una mesa y se comen 84 ¿Cuantos tortillas quedan?,Resta
hay 64 pajaros en un arbol y se van volando 2 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 26 canicas y incluye 35 canicas ¿Cuantos hay en total?,Suma
Lucas tiene 17 balones de rugby y Julio tiene 90 balones de futbol ¿Cuantos balones hay en total?,Suma
un bombero tiene 63 carteras y le dan 68 carteras ¿Cuantos hay al final ?,Suma
Federico tiene 7 balones de futbol y Cesar tiene 31 balones de voley ¿Cuantos balones hay en total?,Suma
Lorena tiene 97 ciruela y Ana tiene 35 toronjas ¿Cuantos frutas hay en total?,Suma
un actor tiene 90 coches y incluye 13 coches ¿Cuantos hay en total?,Suma
un policia tiene 14 frutas y excluye 9 frutas ¿Cuanto queda?,Resta
hay 82 pajaros en un arbol y se van volando 65 ¿Cuantos pajaros quedan?,Resta
un perro tiene 41 canicas y le quitan 40 canicas ¿Cuantos tiene al final?,Resta
piloto tiene 47 teles y le extraen 16 teles ¿Cuantos le queda?,Resta
ingeniero tiene 83 canicas y le extraen 49 canicas ¿Cuantos tiene al final?,Resta
un perro tiene 21 carteras y le extraen 17 carteras ¿Cuantos le queda?,Resta
un mecanico tiene 40 canicas y suma 53 canicas ¿Cuantos tienen entre los dos?,Suma
Ana tiene 70 balones de rugby y Lorena tiene 89 balones de voley ¿Cuantos balones hay en total?,Suma
un cirujano tiene 24 lapices y le entregan 13 lapices ¿Cuantos hay en total?,Suma
un camarero tiene 93 coches y resta 59 coches ¿Cuantos le queda?,Resta
hay 88 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 90 lapices y excluye 22 lapices ¿Cuanto queda?,Resta
hay 27 pajaros en un arbol y se van volando 33 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 25 unidades y le quitan 3 unidades ¿Cuantos le queda?,Resta
Ana tiene 41 balones de tenis y Julio tiene 14 balones de tenis ¿Cuantos balones hay en total?,Suma
una actriz tiene 97 lapices y le dan 67 lapices ¿Cuantos tienen entre los dos?,Suma
hay 29 tortillas en una mesa y se comen 84 ¿Cuantos tortillas quedan?,Resta
Roberto tiene 72 platano y Juan tiene 100 ciruela ¿Cuantos frutas hay en total?,Suma
piloto tiene 70 frutas y suma 76 frutas ¿Cuantos hay al final ?,Suma
Un carpitero tiene 34 canicas y añade 95 canicas ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 16 balones de tenis y Cesar tiene 55 balones de rugby ¿Cuantos balones hay en total?,Suma
un perro tiene 66 canicas y le extraen 66 canicas ¿Cuantos tiene al final?,Resta
hay 95 niños en clase y se van 14 ¿Cuantos niños quedan?,Resta
Roberto tiene 51 manzanas y Ana tiene 86 toronjas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 3 balones de voley y Gustavo tiene 76 balones de basquet ¿Cuantos balones hay en total?,Suma
medico tiene 34 carteras y incluye 18 carteras ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 31 papayas y Pedro tiene 53 papayas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 87 piedras y le dan 36 piedras ¿Cuantos hay en total?,Suma
paloma tiene 31 pajaros y le entregan 45 pajaros ¿Cuantos hay al final ?,Suma
hay 46 tortillas en una mesa y se comen 55 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 99 animales y resta 37 animales ¿Cuantos le queda?,Resta
Pedro tiene 44 uvas y Pablo tiene 53 uvas ¿Cuantos frutas hay en total?,Suma
Francisco tiene 21 sandias y Julio tiene 51 uvas ¿Cuantos frutas hay en total?,Suma
medico tiene 77 sillas y le quitan 26 sillas ¿Cuanto queda?,Resta
perro tiene 71 piedras y añade 8 piedras ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 86 carteras y le entregan 71 carteras ¿Cuantos tienen entre los dos?,Suma
profesor tiene 50 animales y excluye 1 animales ¿Cuantos le queda?,Resta
programador tiene 84 relojes y le quitan 13 relojes ¿Cuantos tiene al final?,Resta
hay 75 tortillas en una mesa y se comen 31 ¿Cuantos tortillas quedan?,Resta
hay 72 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 36 relojes y incluye 21 relojes ¿Cuantos tienen entre los dos?,Suma
hay 95 tortillas en una mesa y se comen 42 ¿Cuantos tortillas quedan?,Resta
hay 72 tortillas en una mesa y se comen 80 ¿Cuantos tortillas quedan?,Resta
programador tiene 93 canicas y le entregan 9 canicas ¿Cuantos hay en total?,Suma
Pedro tiene 66 balones de voley y Celeste tiene 90 balones de basquet ¿Cuantos balones hay en total?,Suma
un actor tiene 52 pajaros y con una diferencia 18 pajaros ¿Cuantos le queda?,Resta
Enrique tiene 78 moviles y con una diferencia 69 moviles ¿Cuantos le queda?,Resta
jose tiene 26 pajaros y le dan 64 pajaros ¿Cuantos tienen entre los dos?,Suma
hay 64 niños en clase y se van 80 ¿Cuantos niños quedan?,Resta
un mecanico tiene 77 balones y le quitan 63 balones ¿Cuantos le queda?,Resta
Lorena tiene 96 balones de rugby y Francisco tiene 17 balones de tenis ¿Cuantos balones hay en total?,Suma
paloma tiene 57 carteras y le extraen 53 carteras ¿Cuanto queda?,Resta
hay 85 tortillas en una mesa y se comen 91 ¿Cuantos tortillas quedan?,Resta
hay 5 pajaros en un arbol y se van volando 85 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 92 carteras y incluye 75 carteras ¿Cuantos tienen entre los dos?,Suma
medico tiene 61 canicas y le quitan 46 canicas ¿Cuantos le queda?,Resta
Cesar tiene 83 balones de voley y Pablo tiene 71 balones de futbol ¿Cuantos balones hay en total?,Suma
un profesor tiene 50 lapices y le extraen 30 lapices ¿Cuantos tiene al final?,Resta
