Problema,Tipo
Juan tiene 14 ciruela y Ana tiene 46 ciruela ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 94 unidades y incluye 44 unidades ¿Cuantos hay al final ?,Suma
ingeniero tiene 22 coches y incluye 75 coches ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 95 balones de tenis y Cesar tiene 48 balones de futbol ¿Cuantos balones hay en total?,Suma
Juan tiene 79 papayas y Ana tiene 57 coco ¿Cuantos frutas hay en total?,Suma
hay 6 pajaros en un arbol y se van volando 26 ¿Cuantos pajaros quedan?,Resta
un policia tiene 6 canicas y suma 52 canicas ¿Cuantos hay en total?,Suma
hay 33 tortillas en una mesa y se comen 31 ¿Cuantos tortillas quedan?,Resta
Gustavo tiene 63 balones de futbol y Celeste tiene 83 balones de tenis ¿Cuantos balones hay en total?,Suma
un obrero tiene 80 frutas y le entregan 54 frutas ¿Cuantos hay al final ?,Suma
un policia tiene 87 balones y excluye 4 balones ¿Cuantos le queda?,Resta
jose tiene 84 canicas y suma 39 canicas ¿Cuantos tienen entre los dos?,Suma
Roberto tiene 5 coco y Gustavo tiene 60 platano ¿Cuantos frutas hay en total?,Suma
hay 39 pajaros en un arbol y se van volando 28 ¿Cuantos pajaros quedan?,Resta
Lorena tiene 89 balones de futbol y Julio tiene 6 balones de tenis ¿Cuantos balones hay en total?,Suma
Pedro tiene 56 balones de voley y Cesar tiene 23 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 14 balones y le entregan 95 balones ¿Cuantos tienen entre los dos?,Suma
hay 53 niños en clase y se van 15 ¿Cuantos niños quedan?,Resta
piloto tiene 60 relojes y le extraen 42 relojes ¿Cuantos le queda?,Resta
un cirujano tiene 13 carteras y le dan 55 carteras ¿Cuantos tienen entre los dos?,Suma
profesor tiene 31 balones y con una diferencia 18 balones ¿Cuanto queda?,Resta
un obrero tiene 53 balones y le quitan 42 balones ¿Cuanto queda?,Resta
Pedro tiene 87 uvas y Roberto tiene 55 papayas ¿Cuantos frutas hay en total?,Suma
medico tiene 2 teles y incluye 74 teles ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 53 sillas y le entregan 79 sillas ¿Cuantos hay al final ?,Suma
fontanero tiene 48 lapices y con una diferencia 29 lapices ¿Cuanto queda?,Resta
hay 89 niños en clase y se van 17 ¿Cuantos niños quedan?,Resta
ingeniero tiene 29 mesas y suma 62 mesas ¿Cuantos hay al final ?,Suma
Federico tiene 64 balones de futbol y Pablo tiene 15 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 94 pajaros en un arbol y se van volando 23 ¿Cuantos pajaros quedan?,Resta
hay 89 niños en clase y se van 87 ¿Cuantos niños quedan?,Resta
Lorena tiene 87 papayas y Lucas tiene 98 peras ¿Cuantos frutas hay en total?,Suma
Julio tiene 99 balones de tenis y Lorena tiene 24 balones de rugby ¿Cuantos balones hay en total?,Suma
piloto tiene 100 unidades y añade 33 unidades ¿Cuantos hay en total?,Suma
Francisco tiene 25 balones de voley y Gustavo tiene 67 balones de basquet ¿Cuantos balones hay en total?,Suma
un cirujano tiene 94 balones y le quitan 3 balones ¿Cuantos le queda?,Resta
piloto tiene 73 carteras y resta 55 carteras ¿Cuantos le queda?,Resta
medico tiene 82 canicas y incluye 63 canicas ¿Cuantos hay al final ?,Suma
Julio tiene 76 toronjas y Celeste tiene 26 platano ¿Cuantos frutas hay en total?,Suma
Pablo tiene 19 balones de tenis y Julio tiene 60 balones de rugby ¿Cuantos balones hay en total?,Suma
un bombero tiene 9 carteras y le dan 47 carteras ¿Cuantos hay en total?,Suma
Una azafata tiene 19 unidades y le dan 41 unidades ¿Cuantos hay al final ?,Suma
hay 42 niños en clase y se van 15 ¿Cuantos niños quedan?,Resta
medico tiene 68 relojes y le extraen 44 relojes ¿Cuanto queda?,Resta
Enrique tiene 60 moviles y le dan 54 moviles ¿Cuantos tienen entre los dos?,Suma
hay 78 niños en clase y se van 24 ¿Cuantos niños quedan?,Resta
perro tiene 47 mesas y suma 22 mesas ¿Cuantos hay en total?,Suma
un camarero tiene 23 piedras y incluye 89 piedras ¿Cuantos hay al final ?,Suma
hay 4 niños en clase y se van 5 ¿Cuantos niños quedan?,Resta
hay 74 niños en clase y se van 63 ¿Cuantos niños quedan?,Resta
hay 62 tortillas en una mesa y se comen 2 ¿Cuantos tortillas quedan?,Resta
hay 7 pajaros en un arbol y se van volando 15 ¿Cuantos pajaros quedan?,Resta
Juan tiene 84 balones de basquet y Gustavo tiene 2 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 82 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Resta
hay 41 pajaros en un arbol y se van volando 85 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 63 balones de basquet y Cesar tiene 40 balones de voley ¿Cuantos balones hay en total?,Suma
hay 41 tortillas en una mesa y se comen 36 ¿Cuantos tortillas quedan?,Resta
hay 10 tortillas en una mesa y se comen 67 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 40 canicas y resta 16 canicas ¿Cuantos tiene al final?,Resta
un camarero tiene 89 balones y con una diferencia 77 balones ¿Cuanto queda?,Resta
hay 80 niños en clase y se van 87 ¿Cuantos niños quedan?,Resta
un albañil tiene 82 sillas y le quitan 2 sillas ¿Cuantos le queda?,Resta
hay 82 tortillas en una mesa y se comen 94 ¿Cuantos tortillas quedan?,Resta
profesor tiene 61 balones y le quitan 32 balones ¿Cuanto queda?,Resta
hay 100 pajaros en un arbol y se van volando 32 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 44 melocotones y Federico tiene 9 ciruela ¿Cuantos frutas hay en total?,Suma
un profesor tiene 73 carteras y le dan 74 carteras ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 58 pajaros y excluye 15 pajaros ¿Cuanto queda?,Resta
fontanero tiene 94 coches y incluye 53 coches ¿Cuantos hay al final ?,Suma
hay 75 pajaros en un arbol y se van volando 74 ¿Cuantos pajaros quedan?,Resta
un albañil tiene 43 mesas y añade 77 mesas ¿Cuantos tienen entre los dos?,Suma
Pedro tiene 72 uvas y Lucas tiene 43 uvas ¿Cuantos frutas hay en total?,Suma
Federico tiene 26 peras y Lucas tiene 33 papayas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 1 coco y Gustavo tiene 50 platano ¿Cuantos frutas hay en total?,Suma
Cesar tiene 84 balones de voley y Francisco tiene 81 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 57 tortillas en una mesa y se comen 29 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 80 unidades y con una diferencia 38 unidades ¿Cuantos le queda?,Resta
hay 27 niños en clase y se van 31 ¿Cuantos niños quedan?,Resta
Ana tiene 97 papayas y Celeste tiene 1 manzanas ¿Cuantos frutas hay en total?,Suma
hay 91 tortillas en una mesa y se comen 99 ¿Cuantos tortillas quedan?,Resta
un perro tiene 44 sillas y excluye 20 sillas ¿Cuantos tiene al final?,Resta
Ana tiene 80 balones de voley y Pedro tiene 9 balones de tenis ¿Cuantos balones hay en total?,Suma
un actor tiene 41 unidades y excluye 40 unidades ¿Cuantos le queda?,Resta
hay 63 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
hay 91 niños en clase y se van 59 ¿Cuantos niños quedan?,Resta
Una azafata tiene 84 sillas y le extraen 50 sillas ¿Cuantos le queda?,Resta
jose tiene 83 canicas y le extraen 25 canicas ¿Cuantos le queda?,Resta
Un carpitero tiene 96 relojes y con una diferencia 27 relojes ¿Cuantos le queda?,Resta
hay 24 tortillas en una mesa y se comen 17 ¿Cuantos tortillas quedan?,Resta
hay 97 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Resta
hay 7 niños en clase y se van 74 ¿Cuantos niños quedan?,Resta
un camarero tiene 14 lapices y le entregan 23 lapices ¿Cuantos hay al final ?,Suma
un cirujano tiene 86 relojes y le extraen 28 relojes ¿Cuanto queda?,Resta
programador tiene 66 piedras y incluye 67 piedras ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 70 balones de basquet y Ana tiene 60 balones de voley ¿Cuantos balones hay en total?,Suma
Enrique tiene 29 balones y resta 14 balones ¿Cuanto queda?,Resta
perro tiene 17 unidades y incluye 85 unidades ¿Cuantos hay al final ?,Suma
Pedro tiene 69 sandias y Julio tiene 29 ciruela ¿Cuantos frutas hay en total?,Suma
hay 55 niños en clase y se van 77 ¿Cuantos niños quedan?,Resta
Celeste tiene 40 peras y Roberto tiene 59 ciruela ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 50 carteras y le entregan 54 carteras ¿Cuantos hay al final ?,Suma
piloto tiene 52 canicas y con una diferencia 26 canicas ¿Cuanto queda?,Resta
hay 33 tortillas en una mesa y se comen 76 ¿Cuantos tortillas quedan?,Resta
Federico tiene 41 melocotones y Lucas tiene 56 melocotones ¿Cuantos frutas hay en total?,Suma
Pedro tiene 21 balones de basquet y Francisco tiene 79 balones de rugby ¿Cuantos balones hay en total?,Suma
paloma tiene 48 teles y incluye 78 teles ¿Cuantos hay en total?,Suma
un obrero tiene 90 sillas y con una diferencia 52 sillas ¿Cuantos tiene al final?,Resta
hay 81 pajaros en un arbol y se van volando 81 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 90 coco y Juan tiene 70 papayas ¿Cuantos frutas hay en total?,Suma
hay 44 tortillas en una mesa y se comen 73 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 23 coco y Francisco tiene 53 toronjas ¿Cuantos frutas hay en total?,Suma
Roberto tiene 90 balones de rugby y Pablo tiene 30 balones de basquet ¿Cuantos balones hay en total?,Suma
un bombero tiene 48 frutas y le dan 45 frutas ¿Cuantos hay al final ?,Suma
un perro tiene 62 relojes y excluye 9 relojes ¿Cuanto queda?,Resta
paloma tiene 39 relojes y excluye 25 relojes ¿Cuanto queda?,Resta
Celeste tiene 60 balones de voley y Lorena tiene 73 balones de rugby ¿Cuantos balones hay en total?,Suma
Lucas tiene 84 papayas y Pablo tiene 87 coco ¿Cuantos frutas hay en total?,Suma
hay 7 pajaros en un arbol y se van volando 47 ¿Cuantos pajaros quedan?,Resta
ingeniero tiene 78 mesas y le dan 97 mesas ¿Cuantos hay en total?,Suma
fontanero tiene 50 mesas y incluye 53 mesas ¿Cuantos hay en total?,Suma
un obrero tiene 84 moviles y le entregan 77 moviles ¿Cuantos tienen entre los dos?,Suma
paloma tiene 81 carteras y excluye 38 carteras ¿Cuantos le queda?,Resta
un cirujano tiene 3 relojes y incluye 63 relojes ¿Cuantos hay en total?,Suma
hay 75 tortillas en una mesa y se comen 15 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 86 sillas y resta 81 sillas ¿Cuantos le queda?,Resta
hay 67 pajaros en un arbol y se van volando 87 ¿Cuantos pajaros quedan?,Resta
Lorena tiene 62 balones de tenis y Julio tiene 34 balones de basquet ¿Cuantos balones hay en total?,Suma
ingeniero tiene 21 piedras y con una diferencia 1 piedras ¿Cuantos le queda?,Resta
perro tiene 44 unidades y excluye 13 unidades ¿Cuantos tiene al final?,Resta
piloto tiene 15 piedras y añade 55 piedras ¿Cuantos hay al final ?,Suma
un mecanico tiene 89 animales y añade 83 animales ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 93 melocotones y Federico tiene 78 melocotones ¿Cuantos frutas hay en total?,Suma
hay 6 niños en clase y se van 16 ¿Cuantos niños quedan?,Resta
hay 75 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
programador tiene 94 pajaros y le dan 39 pajaros ¿Cuantos tienen entre los dos?,Suma
profesor tiene 45 frutas y resta 33 frutas ¿Cuanto queda?,Resta
ingeniero tiene 61 sillas y le dan 74 sillas ¿Cuantos hay al final ?,Suma
hay 90 tortillas en una mesa y se comen 45 ¿Cuantos tortillas quedan?,Resta
profesor tiene 84 coches y resta 82 coches ¿Cuantos tiene al final?,Resta
Cesar tiene 70 platano y Julio tiene 68 coco ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 4 pajaros y le dan 21 pajaros ¿Cuantos hay en total?,Suma
Gustavo tiene 42 balones de rugby y Julio tiene 13 balones de futbol ¿Cuantos balones hay en total?,Suma
un perro tiene 75 teles y excluye 58 teles ¿Cuanto queda?,Resta
piloto tiene 26 canicas y le extraen 3 canicas ¿Cuantos le queda?,Resta
programador tiene 57 animales y resta 33 animales ¿Cuantos le queda?,Resta
paloma tiene 80 carteras y con una diferencia 31 carteras ¿Cuantos tiene al final?,Resta
programador tiene 15 lapices y le extraen 3 lapices ¿Cuanto queda?,Resta
Ana tiene 90 melocotones y Gustavo tiene 14 coco ¿Cuantos frutas hay en total?,Suma
hay 59 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
hay 96 pajaros en un arbol y se van volando 59 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 61 piedras y le quitan 6 piedras ¿Cuanto queda?,Resta
hay 58 tortillas en una mesa y se comen 9 ¿Cuantos tortillas quedan?,Resta
Pablo tiene 84 ciruela y Celeste tiene 4 peras ¿Cuantos frutas hay en total?,Suma
hay 45 pajaros en un arbol y se van volando 45 ¿Cuantos pajaros quedan?,Resta
Juan tiene 13 papayas y Federico tiene 20 peras ¿Cuantos frutas hay en total?,Suma
Celeste tiene 6 peras y Pablo tiene 12 peras ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 85 moviles y resta 61 moviles ¿Cuantos tiene al final?,Resta
hay 61 niños en clase y se van 87 ¿Cuantos niños quedan?,Resta
Francisco tiene 36 balones de voley y Pablo tiene 1 balones de futbol ¿Cuantos balones hay en total?,Suma
un obrero tiene 48 teles y añade 59 teles ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 36 carteras y suma 37 carteras ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 17 balones de rugby y Lucas tiene 99 balones de futbol ¿Cuantos balones hay en total?,Suma
Pedro tiene 68 toronjas y Cesar tiene 82 coco ¿Cuantos frutas hay en total?,Suma
Lorena tiene 18 balones de voley y Lucas tiene 55 balones de basquet ¿Cuantos balones hay en total?,Suma
perro tiene 45 moviles y le dan 89 moviles ¿Cuantos hay al final ?,Suma
hay 79 niños en clase y se van 62 ¿Cuantos niños quedan?,Resta
un albañil tiene 93 canicas y añade 5 canicas ¿Cuantos hay al final ?,Suma
fontanero tiene 47 mesas y le dan 75 mesas ¿Cuantos hay en total?,Suma
Celeste tiene 4 balones de voley y Cesar tiene 86 balones de rugby ¿Cuantos balones hay en total?,Suma
Francisco tiene 29 melocotones y Juan tiene 6 sandias ¿Cuantos frutas hay en total?,Suma
hay 2 pajaros en un arbol y se van volando 37 ¿Cuantos pajaros quedan?,Resta
Julio tiene 67 balones de tenis y Juan tiene 79 balones de tenis ¿Cuantos balones hay en total?,Suma
Roberto tiene 94 balones de voley y Juan tiene 78 balones de basquet ¿Cuantos balones hay en total?,Suma
profesor tiene 76 coches y le quitan 47 coches ¿Cuanto queda?,Resta
perro tiene 9 frutas y incluye 33 frutas ¿Cuantos hay al final ?,Suma
programador tiene 55 pajaros y le extraen 50 pajaros ¿Cuantos tiene al final?,Resta
hay 16 pajaros en un arbol y se van volando 77 ¿Cuantos pajaros quedan?,Resta
un actor tiene 6 pajaros y incluye 51 pajaros ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 27 teles y incluye 69 teles ¿Cuantos hay al final ?,Suma
Pedro tiene 23 balones de rugby y Pablo tiene 45 balones de tenis ¿Cuantos balones hay en total?,Suma
un bombero tiene 88 unidades y le quitan 33 unidades ¿Cuanto queda?,Resta
pablito  tiene 28 mesas y incluye 23 mesas ¿Cuantos hay en total?,Suma
paloma tiene 87 carteras y resta 27 carteras ¿Cuanto queda?,Resta
Pablo tiene 100 ciruela y Federico tiene 40 manzanas ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 43 frutas y excluye 5 frutas ¿Cuanto queda?,Resta
hay 71 tortillas en una mesa y se comen 32 ¿Cuantos tortillas quedan?,Resta
cirujano tiene 41 relojes y resta 16 relojes ¿Cuantos le queda?,Resta
un actor tiene 80 sillas y le extraen 24 sillas ¿Cuanto queda?,Resta
programador tiene 89 lapices y excluye 76 lapices ¿Cuanto queda?,Resta
hay 37 niños en clase y se van 45 ¿Cuantos niños quedan?,Resta
un obrero tiene 89 relojes y le quitan 59 relojes ¿Cuantos tiene al final?,Resta
cirujano tiene 73 lapices y excluye 14 lapices ¿Cuanto queda?,Resta
hay 23 pajaros en un arbol y se van volando 100 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 18 relojes y le dan 92 relojes ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 92 lapices y añade 61 lapices ¿Cuantos tienen entre los dos?,Suma
ingeniero tiene 25 mesas y con una diferencia 17 mesas ¿Cuantos le queda?,Resta
Una azafata tiene 82 relojes y le quitan 23 relojes ¿Cuantos tiene al final?,Resta
hay 18 tortillas en una mesa y se comen 47 ¿Cuantos tortillas quedan?,Resta
hay 58 tortillas en una mesa y se comen 83 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 56 unidades y excluye 13 unidades ¿Cuantos tiene al final?,Resta
Julio tiene 92 melocotones y Celeste tiene 91 peras ¿Cuantos frutas hay en total?,Suma
Una azafata tiene 26 moviles y le entregan 50 moviles ¿Cuantos hay en total?,Suma
hay 28 pajaros en un arbol y se van volando 81 ¿Cuantos pajaros quedan?,Resta
hay 59 niños en clase y se van 72 ¿Cuantos niños quedan?,Resta
pablito  tiene 43 moviles y le dan 66 moviles ¿Cuantos hay al final ?,Suma
hay 96 niños en clase y se van 1 ¿Cuantos niños quedan?,Resta
hay 26 niños en clase y se van 5 ¿Cuantos niños quedan?,Resta
Ana tiene 81 peras y Pablo tiene 77 toronjas ¿Cuantos frutas hay en total?,Suma
profesor tiene 14 canicas y suma 26 canicas ¿Cuantos hay al final ?,Suma
un camarero tiene 12 mesas y le entregan 5 mesas ¿Cuantos tienen entre los dos?,Suma
fontanero tiene 26 teles y incluye 32 teles ¿Cuantos hay al final ?,Suma
hay 77 niños en clase y se van 18 ¿Cuantos niños quedan?,Resta
profesor tiene 18 piedras y añade 33 piedras ¿Cuantos hay en total?,Suma
Cesar tiene 99 balones de rugby y Celeste tiene 63 balones de voley ¿Cuantos balones hay en total?,Suma
hay 85 niños en clase y se van 88 ¿Cuantos niños quedan?,Resta
hay 71 niños en clase y se van 24 ¿Cuantos niños quedan?,Resta
hay 96 pajaros en un arbol y se van volando 9 ¿Cuantos pajaros quedan?,Resta
hay 26 pajaros en un arbol y se van volando 4 ¿Cuantos pajaros quedan?,Resta
un actor tiene 98 pajaros y añade 31 pajaros ¿Cuantos tienen entre los dos?,Suma
Roberto tiene 53 balones de rugby y Celeste tiene 32 balones de basquet ¿Cuantos balones hay en total?,Suma
paloma tiene 48 animales y añade 94 animales ¿Cuantos hay al final ?,Suma
hay 82 tortillas en una mesa y se comen 8 ¿Cuantos tortillas quedan?,Resta
paloma tiene 58 unidades y con una diferencia 10 unidades ¿Cuantos le queda?,Resta
una actriz tiene 70 moviles y le extraen 27 moviles ¿Cuantos le queda?,Resta
programador tiene 78 balones y incluye 73 balones ¿Cuantos tienen entre los dos?,Suma
ingeniero tiene 89 moviles y le quitan 80 moviles ¿Cuanto queda?,Resta
un perro tiene 65 moviles y le entregan 97 moviles ¿Cuantos tienen entre los dos?,Suma
un policia tiene 37 lapices y le quitan 13 lapices ¿Cuantos le queda?,Resta
pablito  tiene 56 lapices y resta 4 lapices ¿Cuantos le queda?,Resta
Juan tiene 91 balones de rugby y Federico tiene 100 balones de basquet ¿Cuantos balones hay en total?,Suma
pablito  tiene 79 coches y excluye 2 coches ¿Cuantos le queda?,Resta
un policia tiene 24 coches y le entregan 1 coches ¿Cuantos hay al final ?,Suma
ingeniero tiene 89 mesas y excluye 43 mesas ¿Cuanto queda?,Resta
Una azafata tiene 81 unidades y le dan 40 unidades ¿Cuantos hay al final ?,Suma
ingeniero tiene 66 pajaros y añade 41 pajaros ¿Cuantos hay al final ?,Suma
un obrero tiene 42 pajaros y le quitan 12 pajaros ¿Cuantos le queda?,Resta
Pablo tiene 55 toronjas y Lorena tiene 50 ciruela ¿Cuantos frutas hay en total?,Suma
hay 9 tortillas en una mesa y se comen 95 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 13 balones de tenis y Pedro tiene 77 balones de voley ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 2 teles y incluye 72 teles ¿Cuantos hay al final ?,Suma
cirujano tiene 33 sillas y con una diferencia 17 sillas ¿Cuantos tiene al final?,Resta
piloto tiene 100 animales y suma 40 animales ¿Cuantos hay al final ?,Suma
hay 55 pajaros en un arbol y se van volando 22 ¿Cuantos pajaros quedan?,Resta
Lorena tiene 73 balones de tenis y Gustavo tiene 92 balones de basquet ¿Cuantos balones hay en total?,Suma
un cirujano tiene 52 carteras y le dan 1 carteras ¿Cuantos hay en total?,Suma
perro tiene 68 canicas y excluye 61 canicas ¿Cuantos le queda?,Resta
Juan tiene 46 ciruela y Ana tiene 31 uvas ¿Cuantos frutas hay en total?,Suma
ingeniero tiene 47 animales y le quitan 37 animales ¿Cuantos tiene al final?,Resta
un obrero tiene 51 canicas y resta 10 canicas ¿Cuantos le queda?,Resta
un bombero tiene 4 balones y le entregan 6 balones ¿Cuantos hay al final ?,Suma
Lucas tiene 80 melocotones y Cesar tiene 25 manzanas ¿Cuantos frutas hay en total?,Suma
hay 9 pajaros en un arbol y se van volando 21 ¿Cuantos pajaros quedan?,Resta
un albañil tiene 100 piedras y excluye 89 piedras ¿Cuantos le queda?,Resta
Cesar tiene 29 coco y Federico tiene 49 uvas ¿Cuantos frutas hay en total?,Suma
hay 40 tortillas en una mesa y se comen 97 ¿Cuantos tortillas quedan?,Resta
Federico tiene 48 balones de rugby y Julio tiene 34 balones de rugby ¿Cuantos balones hay en total?,Suma
medico tiene 59 teles y con una diferencia 46 teles ¿Cuanto queda?,Resta
Una azafata tiene 65 teles y le dan 15 teles ¿Cuantos hay al final ?,Suma
piloto tiene 61 animales y suma 47 animales ¿Cuantos hay en total?,Suma
un profesor tiene 27 balones y le extraen 21 balones ¿Cuantos tiene al final?,Resta
Una azafata tiene 55 pajaros y suma 26 pajaros ¿Cuantos tienen entre los dos?,Suma
paloma tiene 96 piedras y le dan 81 piedras ¿Cuantos hay en total?,Suma
perro tiene 47 unidades y excluye 35 unidades ¿Cuantos le queda?,Resta
un albañil tiene 34 pajaros y resta 19 pajaros ¿Cuantos le queda?,Resta
hay 32 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
Roberto tiene 100 platano y Lucas tiene 48 coco ¿Cuantos frutas hay en total?,Suma
Cesar tiene 18 manzanas y Julio tiene 7 sandias ¿Cuantos frutas hay en total?,Suma
un policia tiene 96 carteras y excluye 30 carteras ¿Cuanto queda?,Resta
Cesar tiene 51 melocotones y Pedro tiene 53 manzanas ¿Cuantos frutas hay en total?,Suma
hay 82 tortillas en una mesa y se comen 25 ¿Cuantos tortillas quedan?,Resta
hay 65 niños en clase y se van 27 ¿Cuantos niños quedan?,Resta
un policia tiene 82 canicas y con una diferencia 34 canicas ¿Cuanto queda?,Resta
profesor tiene 89 mesas y le quitan 55 mesas ¿Cuanto queda?,Resta
hay 61 pajaros en un arbol y se van volando 47 ¿Cuantos pajaros quedan?,Resta
Lucas tiene 53 balones de basquet y Ana tiene 24 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 27 niños en clase y se van 97 ¿Cuantos niños quedan?,Resta
programador tiene 37 carteras y le quitan 11 carteras ¿Cuantos tiene al final?,Resta
medico tiene 43 relojes y le extraen 3 relojes ¿Cuanto queda?,Resta
pablito  tiene 64 unidades y le extraen 2 unidades ¿Cuantos le queda?,Resta
hay 65 pajaros en un arbol y se van volando 78 ¿Cuantos pajaros quedan?,Resta
hay 85 pajaros en un arbol y se van volando 9 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 82 carteras y con una diferencia 59 carteras ¿Cuantos le queda?,Resta
ingeniero tiene 55 lapices y añade 10 lapices ¿Cuantos hay en total?,Suma
hay 93 tortillas en una mesa y se comen 64 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 35 balones de rugby y Roberto tiene 60 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 20 tortillas en una mesa y se comen 23 ¿Cuantos tortillas quedan?,Resta
hay 88 pajaros en un arbol y se van volando 57 ¿Cuantos pajaros quedan?,Resta
programador tiene 49 piedras y le entregan 11 piedras ¿Cuantos hay en total?,Suma
profesor tiene 80 moviles y resta 27 moviles ¿Cuantos tiene al final?,Resta
un albañil tiene 18 sillas y excluye 3 sillas ¿Cuantos le queda?,Resta
hay 79 tortillas en una mesa y se comen 98 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 72 sillas y con una diferencia 53 sillas ¿Cuantos tiene al final?,Resta
Un carpitero tiene 49 moviles y excluye 34 moviles ¿Cuanto queda?,Resta
fontanero tiene 43 mesas y añade 87 mesas ¿Cuantos hay al final ?,Suma
Francisco tiene 27 ciruela y Pedro tiene 3 coco ¿Cuantos frutas hay en total?,Suma
Ana tiene 65 platano y Federico tiene 39 peras ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 46 relojes y añade 53 relojes ¿Cuantos hay al final ?,Suma
Julio tiene 16 balones de futbol y Gustavo tiene 69 balones de basquet ¿Cuantos balones hay en total?,Suma
un obrero tiene 39 teles y añade 26 teles ¿Cuantos tienen entre los dos?,Suma
piloto tiene 41 relojes y resta 35 relojes ¿Cuantos le queda?,Resta
piloto tiene 43 canicas y incluye 74 canicas ¿Cuantos hay al final ?,Suma
Lorena tiene 78 balones de tenis y Pedro tiene 14 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 28 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
piloto tiene 30 balones y incluye 55 balones ¿Cuantos hay en total?,Suma
un obrero tiene 41 coches y le entregan 33 coches ¿Cuantos hay al final ?,Suma
un perro tiene 49 teles y incluye 94 teles ¿Cuantos tienen entre los dos?,Suma
un perro tiene 92 moviles y añade 24 moviles ¿Cuantos hay al final ?,Suma
perro tiene 58 pajaros y suma 14 pajaros ¿Cuantos hay en total?,Suma
Lorena tiene 95 balones de basquet y Francisco tiene 41 balones de tenis ¿Cuantos balones hay en total?,Suma
Lorena tiene 42 peras y Pablo tiene 13 peras ¿Cuantos frutas hay en total?,Suma
hay 73 niños en clase y se van 18 ¿Cuantos niños quedan?,Resta
un albañil tiene 95 mesas y le quitan 76 mesas ¿Cuanto queda?,Resta
Roberto tiene 51 peras y Ana tiene 43 toronjas ¿Cuantos frutas hay en total?,Suma
hay 1 niños en clase y se van 4 ¿Cuantos niños quedan?,Resta
un bombero tiene 79 teles y le quitan 1 teles ¿Cuantos le queda?,Resta
hay 73 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 90 mesas y suma 45 mesas ¿Cuantos hay al final ?,Suma
Lorena tiene 6 balones de futbol y Roberto tiene 2 balones de rugby ¿Cuantos balones hay en total?,Suma
un profesor tiene 83 carteras y le extraen 65 carteras ¿Cuantos le queda?,Resta
Pedro tiene 60 uvas y Celeste tiene 100 ciruela ¿Cuantos frutas hay en total?,Suma
perro tiene 74 canicas y le quitan 1 canicas ¿Cuanto queda?,Resta
Roberto tiene 41 ciruela y Federico tiene 10 sandias ¿Cuantos frutas hay en total?,Suma
un camarero tiene 35 canicas y incluye 70 canicas ¿Cuantos tienen entre los dos?,Suma
paloma tiene 47 sillas y resta 9 sillas ¿Cuanto queda?,Resta
Juan tiene 11 toronjas y Lucas tiene 15 papayas ¿Cuantos frutas hay en total?,Suma
Julio tiene 92 balones de tenis y Gustavo tiene 58 balones de futbol ¿Cuantos balones hay en total?,Suma
